,title,rating,review_count,price,publishing_house,binding,number_of_pages,paper_type,language,release_date,height,width,illustrated,thickness
277,Моя жизнь. Мои достижения,4.7,13.0,1044,АСТ,мягкая обложка,320.0,типографская,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
278,Читаем по слогам. Крупные буквы,4.8,27.0,958,АСТ,мягкая обложка,32.0,оффсетная,русский,2016.0,255.0,198.0,нет,3.0
279,Фиолетовый сон,5.0,1.0,1389,АСТ,мягкая обложка,288.0,пухлая,русский,2022.0,180.0,115.0,нет,15.0
280,Жена убийцы,4.8,8.0,3217,Эксмо,твердый переплет,384.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
281,Я побеждаю страхи. Энциклопедия для малышей в сказках,4.7,6.0,1934,Феникс-Премьер,мягкая обложка,46.0,матовая,русский,2022.0,258.0,200.0,нет,3.0
282,"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять",5.0,2.0,2541,Бомбора,твердый переплет,304.0,пухлая,русский,2023.0,208.0,143.0,нет,22.0
283,Шторм войны,4.4,5.0,3668,Freedom,твердый переплет,736.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
284,Курочка Ряба. Книжка-гармошка,5.0,3.0,638,Росмэн,переплет из картона,12.0,оффсетная,русский,2018.0,137.0,124.0,нет,11.0
285,Азбука с крупными буквами: Для малышей 2-5 лет,4.9,38.0,2530,Астрель,твердый переплет,96.0,оффсетная,русский,2009.0,264.0,203.0,нет,12.0
286,Сказки Х.К.Андерсена,5.0,38.0,932,Самовар,твердый переплет,128.0,оффсетная,русский,2011.0,222.0,170.0,нет,11.0
287,"Свобода от тревоги. Справься с тревогой, пока она не расправилась с тобой",4.9,10.0,2027,Питер,мягкая обложка,512.0,оффсетная,русский,2021.0,180.0,115.0,нет,37.0
288,"Агрессия, или Так называемое зло",5.0,3.0,1570,АСТ,мягкая обложка,416.0,оффсетная,русский,2018.0,180.0,110.0,нет,20.0
289,Бесконечная шутка,4.6,8.0,9592,АСТ,твердый переплет,1280.0,оффсетная,русский,2019.0,235.0,162.0,нет,22.596082241301403
290,Азбука с крупными буквами,5.0,5.0,2639,Эксмо,твердый переплет,88.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
291,Ваш покорный слуга кот,4.9,23.0,1439,АСТ,мягкая обложка,576.0,газетная,русский,2023.0,183.0,116.0,нет,25.0
292,"Детский массаж. Методика массажа и гимнастики в возрасте от 0,5 до 12 месяцев",5.0,2.0,1145,АСТ,мягкая обложка,48.0,оффсетная,русский,2021.0,210.0,162.0,нет,6.0
293,Незнайка на Луне,5.0,5.0,5917,Эксмо,твердый переплет,488.0,оффсетная,русский,2018.0,240.0,180.0,да,15.0
294,Город Полумесяца. Дом Неба и Дыхания,5.0,5.0,5047,Азбука,суперобложка,832.0,оффсетная,русский,2022.0,216.0,153.0,нет,42.0
295,Футбол. Большая энциклопедия,4.830314232902033,17.495748613678373,3875,АСТ,твердый переплет,96.0,оффсетная,русский,2019.0,290.0,215.0,нет,13.0
296,Тренажер по исправлению почерка на основе росчерков и скорописи. 3 ступень. Тетрадь для старшеклассников. ФГОС,5.0,4.0,794,5 за знания,мягкая обложка,32.0,оффсетная,русский,2018.0,235.0,165.0,нет,2.0
297,И тьма взойдет (официальное издание),5.0,3.0,3313,Эксмо,твердый переплет,416.0,оффсетная,русский,2022.0,218.0,146.0,нет,22.0
298,"Акулы, киты и дельфины. Энциклопедия для детского сада",5.0,4.0,990,Росмэн,твердый переплет,48.0,оффсетная,русский,2022.0,215.0,162.0,да,22.596082241301403
299,Чучело,5.0,5.0,1338,АСТ,твердый переплет,224.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
300,Питер Пэн. Полёт за мечтой. Книга для чтения с цветными картинками,5.0,4.0,2079,Эксмодетство,твердый переплет,64.0,оффсетная,русский,2021.0,202.0,146.0,нет,9.0
301,Оллвард. Разрушитель миров,5.0,1.0,1834,Freedom,твердый переплет,768.0,оффсетная,русский,2022.0,207.0,135.0,нет,45.0
302,Шұғаның белгісі,4.830314232902033,17.495748613678373,3220,Общественный фонд «Мазмұндама»,твердый переплет,167.0,оффсетная,казахский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
303,Подводный мир. Энциклопедия для детского сада,4.9,40.0,920,Росмэн,твердый переплет,48.0,оффсетная,русский,2017.0,220.0,167.0,да,7.0
304,Логопедический массаж. Игры и упражнения для детей раннего и дошкольного возраста,5.0,18.0,711,Сфера,мягкая обложка,64.0,оффсетная,русский,2022.0,210.0,140.0,нет,4.0
305,"Мышонок Молли, или Ярмарка Чудес",5.0,24.0,1745,Эксмо,твердый переплет,128.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
306,Джейн Эйр,4.8,118.0,1062,АСТ,мягкая обложка,672.0,газетная,русский,2016.0,178.0,115.0,нет,25.0
307,"Сахарный человек. Все, что вы хотели знать о сахарном диабете 1-го типа",5.0,4.0,4734,Питер,твердый переплет,192.0,оффсетная,русский,2022.0,207.0,133.0,нет,13.0
308,Бойня №5,4.3,11.0,1294,АСТ,мягкая обложка,224.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
309,600 наклеек. Приключения зверят,5.0,1.0,1858,Робинс,мягкая обложка,38.0,оффсетная,русский,2021.0,300.0,200.0,нет,22.596082241301403
310,Загадочное ночное убийство собаки,4.0,1.0,2316,Эксмо,мягкая обложка,256.0,оффсетная,русский,2022.0,200.0,125.0,нет,15.0
311,Руководство по рисованию аниме,4.9,15.0,3763,Эксмо,мягкая обложка,144.0,оффсетная,русский,2019.0,280.0,213.0,да,10.0
312,Флатландия,5.0,2.0,958,АСТ,мягкая обложка,192.0,пухлая,русский,2023.0,182.0,117.0,нет,16.0
313,Сказки братьев Гримм. Золотые сказки,5.0,3.0,7944,Эксмо,твердый переплет,576.0,оффсетная,русский,2014.0,254.0,199.0,нет,35.0
314,Милое дитя,5.0,4.0,2991,Эксмо,твердый переплет,320.0,оффсетная,русский,2021.0,217.0,134.0,нет,23.0
315,Вокруг света в восемьдесят дней,5.0,3.0,1000,АСТ,твердый переплет,288.0,оффсетная,русский,2019.0,180.0,115.0,нет,22.596082241301403
316,"Зачетная тетрадь. Тематический контроль знаний учащихся. Русский язык. 2 класс Изд. 2-е, испр.",5.0,10.0,1086,ЧП Лакоценин С.С.,мягкая обложка,96.0,оффсетная,русский,2022.0,240.0,167.0,нет,5.0
317,Демиан,5.0,6.0,2345,АСТ,твердый переплет,224.0,типографская,русский,2018.0,188.0,124.0,нет,22.0
318,Тело человека. Энциклопедия для детского сада,5.0,57.0,998,Росмэн,твердый переплет,48.0,оффсетная,русский,2017.0,222.0,166.0,да,22.596082241301403
319,Злые сёстры. История трёх ведьм,4.7,6.0,2639,Эксмо,твердый переплет,320.0,оффсетная,русский,2020.0,206.0,132.0,нет,19.0
320,Хорошие вибрации — хорошая жизнь. Как любовь к себе помогает раскрыть ваш потенциал,5.0,1.0,3490,Попурри,мягкая обложка,304.0,оффсетная,русский,2020.0,201.0,143.0,нет,17.0
321,Токийский гуль. Книга 7,5.0,3.0,4899,Азбука,суперобложка,448.0,оффсетная,русский,2021.0,206.0,144.0,да,28.0
322,Мистер Мерседес,4.8,12.0,1614,АСТ,мягкая обложка,544.0,газетная,русский,2018.0,180.0,116.0,нет,22.0
323,Домик. Развивающие наклейки для малышей,4.8,58.0,310,Фламинго,мягкая обложка,16.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
324,Лунная тропа,4.8,23.0,1378,Эксмо,мягкая обложка,416.0,оффсетная,русский,2021.0,170.0,115.0,нет,25.0
325,1984,5.0,3.0,2125,АСТ,твердый переплет,384.0,оффсетная,английский,2022.0,186.0,122.0,нет,19.0
326,Прописи для малышей. Для занятий с детьми от 3 до 4 лет,5.0,33.0,1102,Мозаика-Синтез,мягкая обложка,16.0,оффсетная,русский,2010.0,290.0,124.0,да,2.0
327,Опасная тропа,5.0,10.0,3202,Абрис,твердый переплет,352.0,оффсетная,русский,2020.0,206.0,130.0,нет,20.0
328,Обучающие плакаты. Знания для школьников,5.0,2.0,2799,Malamalama,переплет из картона,10.0,картон,русский,2023.0,420.0,290.0,нет,4.0
329,Бог всегда путешествует инкогнито,4.7,9.0,1174,Азбука-Аттикус,мягкая обложка,416.0,оффсетная,русский,2021.0,180.0,115.0,нет,22.596082241301403
330,Логопедический букварь,5.0,10.0,2438,Махаон,твердый переплет,112.0,оффсетная,русский,2021.0,293.0,217.0,нет,11.0
331,Убить пересмешника…,4.8,89.0,2650,АСТ,твердый переплет,416.0,оффсетная,русский,2014.0,208.0,135.0,нет,20.0
332,Бунтующий человек. Миф о Сизифе,4.5,4.0,1801,АСТ,мягкая обложка,512.0,оффсетная,русский,2021.0,181.0,116.0,нет,25.0
333,Дроби и проценты. 5-7 классы,4.9,8.0,914,Экзамен,мягкая обложка,128.0,газетная,русский,2014.0,200.0,126.0,нет,7.0
334,Капитанская дочка,4.0,1.0,1178,Эксмо,твердый переплет,384.0,газетная,русский,2021.0,208.0,133.0,нет,20.0
335,Сахар и золото,4.3,4.0,2740,Freedom,твердый переплет,544.0,пухлая,русский,2023.0,208.0,135.0,нет,33.0
336,Отпускание. Путь сдачи,4.7,6.0,6189,Ганга,твердый переплет,440.0,оффсетная,русский,2023.0,217.0,148.0,нет,27.0
337,"Общайся так, чтобы тебя слышали, слушали и слушались!",5.0,9.0,1439,АСТ,мягкая обложка,320.0,типографская,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
338,Птица малая,4.830314232902033,17.495748613678373,3217,Fanzon,мягкая обложка,576.0,оффсетная,русский,2023.0,210.0,138.0,нет,30.0
339,Справочник в таблицах. Химия. 8-11 класс,4.9,35.0,653,Айрис-пресс,мягкая обложка,32.0,оффсетная,русский,2014.0,236.0,164.0,нет,3.0
340,Басни,4.9,9.0,1742,Росмэн,твердый переплет,128.0,оффсетная,русский,2017.0,262.0,201.0,нет,10.0
341,The One. Единственный,5.0,5.0,2414,Эксмо,мягкая обложка,448.0,оффсетная,русский,2021.0,164.0,113.0,нет,21.0
342,"Дом, в котором горит свет",4.5,19.0,2990,АСТ,твердый переплет,288.0,оффсетная,русский,2019.0,180.0,125.0,нет,22.0
343,Автобиография Тимура,5.0,3.0,7461,Эксмо,твердый переплет,544.0,оффсетная,русский,2022.0,241.0,172.0,нет,36.0
344,Транспорт. Энциклопедия для детского сада,4.9,17.0,891,Росмэн,твердый переплет,48.0,оффсетная,русский,2017.0,222.0,166.0,да,22.596082241301403
345,Уголовно-исполнительный кодекс РК,5.0,3.0,1500,LEM (Лем),мягкая обложка,120.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
346,Аэропорт,5.0,1.0,1000,АСТ,мягкая обложка,192.0,газетная,"русский, английский",2017.0,200.0,124.0,нет,10.0
347,Когнитивно-поведенческая терапия. От основ к направлениям,5.0,14.0,4938,Питер,твердый переплет,416.0,оффсетная,русский,2018.0,240.0,170.0,нет,22.596082241301403
348,Пикник на обочине,4.9,8.0,2469,АСТ,твердый переплет,256.0,оффсетная,русский,2019.0,185.0,121.0,нет,24.0
349,Метод Сильвы. Помощь от вашего подсознания,4.8,11.0,3403,Попурри,мягкая обложка,336.0,оффсетная,русский,2023.0,200.0,140.0,нет,2.0
350,Божественная комедия. Новая Жизнь,4.9,10.0,4499,Иностранка / КоЛибри,твердый переплет,768.0,оффсетная,русский,2021.0,215.0,148.0,нет,40.0
351,Йога Дипика. Прояснение йоги,5.0,12.0,5942,Альпина нон-фикшн,твердый переплет,494.0,оффсетная,русский,2021.0,242.0,170.0,нет,25.0
352,Секрет щитовидки. Что скрывается за таинственными симптомами и болезнями щитовидной железы и как вернуть ей здоровье,4.5,4.0,3989,Эксмо,твердый переплет,416.0,оффсетная,русский,2020.0,200.0,138.0,нет,22.596082241301403
353,Аэропорт,4.6,21.0,1801,АСТ,мягкая обложка,608.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
354,Ночь без конца,5.0,11.0,1430,Эксмо,мягкая обложка,320.0,газетная,русский,2021.0,167.0,117.0,нет,20.0
355,Живая шляпа,4.830314232902033,17.495748613678373,2991,Эксмодетство,твердый переплет,80.0,оффсетная,русский,2023.0,249.0,202.0,нет,10.0
356,Золотая Орда,5.0,5.0,6400,Книжный клуб,твердый переплет,620.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
357,Ответ. Проверенная методика достижения недостижимого,4.8,12.0,2414,Эксмо,мягкая обложка,384.0,оффсетная,русский,2019.0,177.0,120.0,нет,22.596082241301403
358,"Как разговаривать с кем угодно, когда угодно и где угодно",4.3,54.0,1589,Альпина Паблишер,мягкая обложка,224.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
359,Агент на мягких лапах,5.0,15.0,2414,Эксмо,твердый переплет,320.0,газетная,русский,2018.0,218.0,143.0,нет,22.0
360,Доктор Живаго,4.8,4.0,1338,АСТ,мягкая обложка,704.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
361,Выбор. О свободе и внутренней силе человека,4.9,36.0,2038,"Манн, Иванов и Фербер",мягкая обложка,448.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
362,Доводы рассудка,4.7,32.0,958,АСТ,мягкая обложка,320.0,типографская,русский,2019.0,180.0,115.0,нет,20.0
363,Хижина,4.7,25.0,1570,Эксмо,мягкая обложка,384.0,газетная,русский,2021.0,180.0,115.0,нет,15.0
364,Толковый словарь русского языка. Иллюстрированное издание,4.8,5.0,7944,Эксмо,твердый переплет,928.0,оффсетная,русский,2010.0,208.49660407510987,144.30630990415335,да,22.596082241301403
365,Гарри Поттер и Философский камень,4.4,17.0,10552,Махаон,суперобложка,256.0,оффсетная,русский,2021.0,267.0,226.0,да,25.0
366,Аристотель и Данте открывают тайны Вселенной,4.7,34.0,2515,Popcorn Books,мягкая обложка,432.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
367,Две жизни. Комплект из 4-х книг. Коллекционное оформление,4.9,27.0,11802,Эксмо,твердый переплет,2112.0,оффсетная,русский,2021.0,218.0,148.0,нет,118.0
368,"Франкенштейн, или Современный Прометей",4.6,17.0,1095,АСТ,мягкая обложка,288.0,оффсетная,русский,2015.0,179.0,115.0,нет,17.0
369,Большой альбом по развитию речи,5.0,96.0,3568,Росмэн,интегральный переплет,357.2,оффсетная,русский,2021.0,275.0,207.0,нет,15.0
370,История западной философии. Том 1,4.9,7.0,1614,АСТ,мягкая обложка,768.0,газетная,русский,2017.0,180.0,114.0,нет,29.0
371,Карточки для изучения английских слов «A2»,5.0,2.0,6755,Aikum,твердый переплет,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
372,Готовимся к школе. Рабочая тетрадь. В 2-х частях,5.0,24.0,1697,Ювента ,мягкая обложка,128.0,оффсетная,русский,2010.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
373,Феноменология духа,5.0,1.0,1570,АСТ,мягкая обложка,768.0,газетная,русский,2021.0,179.0,115.0,нет,30.0
374,Роды от природы,5.0,3.0,3539,Эксмо,твердый переплет,320.0,оффсетная,русский,2020.0,207.0,134.0,нет,23.0
375,English: Практическая грамматика английского языка с упражнениями и ключами,5.0,20.0,3284,Каро,мягкая обложка,608.0,газетная,"русский, английский",2018.0,205.0,140.0,нет,24.0
376,Джунгли. Энциклопедия для детского сада,4.6,13.0,891,Росмэн,твердый переплет,48.0,оффсетная,русский,2018.0,220.0,170.0,да,7.0
377,"Я вижу, о чем вы думаете",4.9,14.0,3858,Попурри,твердый переплет,352.0,оффсетная,русский,2021.0,205.0,133.0,нет,20.0
378,"Не навреди. Истории о жизни, смерти и нейрохирургии",5.0,1.0,1430,Эксмо,мягкая обложка,384.0,газетная,русский,2023.0,180.0,117.0,нет,16.0
379,"Мужчины с Марса, женщины с Венеры. Новая версия для современного мира",4.3,14.0,1720,АСТ,мягкая обложка,432.0,газетная,русский,2018.0,200.0,125.0,нет,33.0
380,"День, когда я исчезла",4.830314232902033,17.495748613678373,3217,Эксмо,твердый переплет,352.0,пухлая,русский,2023.0,207.0,132.0,нет,23.0
381,Ранние дела Пуаро,5.0,4.0,1430,Эксмо,мягкая обложка,320.0,газетная,русский,2022.0,165.0,113.0,нет,21.0
382,"Есть, молиться, любить",5.0,9.0,2269,РИПОЛ классик,мягкая обложка,576.0,оффсетная,русский,2018.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
383,Стихи и сказки,5.0,77.0,2188,Эксмо,твердый переплет,160.0,оффсетная,русский,2014.0,164.0,146.0,нет,20.0
384,Насекомые. Детская энциклопедия,4.9,45.0,1746,Росмэн,твердый переплет,48.0,матовая,русский,2012.0,263.0,203.0,нет,7.0
385,Доводы рассудка,5.0,2.0,826,Азбука,мягкая обложка,272.0,газетная,русский,2021.0,180.0,115.0,нет,17.0
386,В стране вечных каникул,5.0,8.0,998,Росмэн,твердый переплет,160.0,оффсетная,русский,2019.0,200.0,130.0,нет,8.0
387,"Игры, в которые играют люди. Люди, которые играют в игры",5.0,1.0,4888,Эксмо,твердый переплет,592.0,оффсетная,русский,2015.0,218.0,172.0,нет,32.0
388,Я краснею,5.0,3.0,2414,Эксмодетство,твердый переплет,224.0,оффсетная,русский,2022.0,205.0,130.0,нет,16.0
389,Цветы для Элджернона,5.0,8.0,1133,Форс,мягкая обложка,320.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
390,Человек-Паук. Майлз Моралес. Крылья ярости,5.0,2.0,2782,АСТ,твердый переплет,256.0,типографская,русский,2021.0,208.0,131.0,нет,23.0
391,Анатомия фитнеса и силовых упражнений. Иллюстрированный справочник по мышцам в действии,4.830314232902033,17.495748613678373,5773,Попурри,мягкая обложка,168.0,матовая,русский,2022.0,290.0,215.0,нет,9.0
392,Художественная литература. Подарки Прекрасной Айсулу: азбука - тетрадь (5+),5.0,7.0,1500,Алматыкітап баспасы,мягкая обложка,56.0,оффсетная,Русский,2022.0,290.0,205.0,нет,22.596082241301403
393,Преступление и наказание,4.8,8.0,1332,Эксмо,твердый переплет,592.0,газетная,русский,2020.0,207.0,131.0,нет,25.0
394,Психологическое айкидо,4.9,22.0,1596,Феникс,твердый переплет,215.0,газетная,русский,2023.0,207.0,134.0,нет,14.0
395,Тренажер по чистописанию. Русский язык. 4 класс,5.0,2.0,955,Феникс,мягкая обложка,32.0,оффсетная,русский,2023.0,260.0,200.0,нет,3.0
396,Алтын Орда,5.0,1.0,6400,Книжный клуб,твердый переплет,752.0,оффсетная,казахский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
397,Непобедимое солнце,4.0,4.0,6174,Эксмо,твердый переплет,704.0,оффсетная,русский,2020.0,200.0,125.0,нет,24.0
398,Бизнес по-еврейски. 67 золотых правил,3.7,3.0,1842,Феникс,мягкая обложка,186.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
399,Как привлекать деньги,5.0,4.0,754,Попурри,мягкая обложка,96.0,оффсетная,русский,2013.0,163.0,117.0,нет,6.0
400,Влюбленная ведьма. Книга 2,5.0,58.0,2893,Clever,твердый переплет,480.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
401,Сам себе психолог,5.0,1.0,1975,Питер,мягкая обложка,288.0,оффсетная,Русский,2021.0,180.0,115.0,нет,20.0
402,Куда приводят мечты,4.7,37.0,1182,Азбука,мягкая обложка,320.0,оффсетная,русский,2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
403,Красная книга мира,5.0,2.0,6280,АСТ,твердый переплет,280.0,оффсетная,русский,2019.0,280.0,210.0,да,17.0
404,Боги и чудовища,4.6,7.0,3545,АСТ,твердый переплет,704.0,оффсетная,русский,2022.0,200.0,125.0,нет,40.0
405,Тайная история,4.6,22.0,5146,Corpus,твердый переплет,592.0,оффсетная,русский,2014.0,219.0,146.0,нет,32.0
406,Тәкаппар ғашықтар,5.0,1.0,5320,Общественный фонд «Мазмұндама»,твердый переплет,384.0,оффсетная,казахский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
407,Рискуя собственной шкурой. Скрытая асимметрия повседневной жизни,4.8,12.0,4156,Азбука,твердый переплет,384.0,оффсетная,русский,2021.0,220.0,150.0,нет,22.596082241301403
408,ЧесНОЧное происшествие,4.830314232902033,17.495748613678373,2564,АСТ,твердый переплет,80.0,оффсетная,русский,2023.0,208.0,144.0,нет,10.0
409,7 навыков высокоэффективных семей,5.0,6.0,6214,Попурри,мягкая обложка,432.0,оффсетная,русский,1973.184034736139,165.0,239.0,нет,22.0
410,Репетитор по химии,5.0,3.0,3903,Феникс,твердый переплет,762.0,газетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
411,Исцеление воспоминанием,4.5,6.0,3404,Эксмо,твердый переплет,528.0,газетная,русский,2017.0,208.0,150.0,нет,25.0
412,Время жить и время умирать,5.0,6.0,1389,АСТ,твердый переплет,384.0,газетная,русский,2020.0,207.0,130.0,нет,27.0
413,Бегство от свободы,5.0,7.0,1389,АСТ,мягкая обложка,288.0,оффсетная,русский,2015.0,180.0,115.0,нет,14.0
414,Многоразовые наклейки. В деревне,4.8,27.0,448,Фламинго,мягкая обложка,2.0,оффсетная,русский,2018.0,285.0,215.0,да,1.0
415,Маленькая злая книга 4,5.0,15.0,2030,Эксмо,твердый переплет,144.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
416,Менің атым Қырмызы,4.3,3.0,2607,Фолиант,мягкая обложка,680.0,оффсетная,Казахский,2020.0,170.0,120.0,нет,22.596082241301403
417,Рассвет,5.0,3.0,4344,АСТ,твердый переплет,608.0,оффсетная,русский,2021.0,220.0,147.0,нет,32.0
418,Будни хирурга. Человек среди людей,4.830314232902033,17.495748613678373,2345,АСТ,твердый переплет,416.0,типографская,русский,2023.0,206.0,133.0,нет,25.0
419,Головоломка. Вверх тормашками! Книга для чтения с цветными картинками,5.0,3.0,2079,Эксмо,твердый переплет,64.0,матовая,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
420,Под стеклянным колпаком,4.4,14.0,1389,АСТ,мягкая обложка,320.0,газетная,русский,2017.0,180.0,115.0,нет,15.0
421,Сиддхартха. Путешествие к земле Востока,4.7,19.0,1389,АСТ,мягкая обложка,224.0,оффсетная,русский,2015.0,179.0,116.0,нет,15.0
422,Хорошие жены,5.0,4.0,1332,Эксмо,твердый переплет,384.0,газетная,русский,2022.0,205.0,132.0,нет,20.0
423,"Я - женщина. Все о женском здоровье, контрацепции, гормонах и многом другом",4.8,57.0,3445,АСТ,твердый переплет,448.0,оффсетная,русский,2019.0,210.0,162.0,нет,22.596082241301403
424,Мизери,4.7,7.0,2906,АСТ,твердый переплет,381.0,оффсетная,русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
425,Королевство крыльев и руин,5.0,6.0,4347,Азбука,суперобложка,768.0,оффсетная,русский,2021.0,210.0,140.0,нет,33.0
426,Выпусти меня отсюда! В книжной ловушке. Выпуск 2,5.0,6.0,3087,Эксмо,твердый переплет,160.0,оффсетная,русский,2023.0,212.0,155.0,да,15.0
427,Математика негіздері. 3+. Жұмыс дәптері,5.0,2.0,2500,Алматыкітап баспасы,мягкая обложка,76.0,оффсетная,Казахский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
428,"Біліп қой, балақай (+0)",4.8,6.0,896,Аруна,переплет из картона,10.0,оффсетная,казахский,2017.0,163.0,122.0,да,22.596082241301403
429,КлаТбище домашних жЫвотных,4.8,145.0,2201,АСТ,твердый переплет,480.0,газетная,русский,2016.0,206.0,133.0,нет,33.0
430,Оппенгеймер. Триумф и трагедия Американского Прометея,4.830314232902033,17.495748613678373,5748,АСТ,твердый переплет,752.0,оффсетная,русский,2023.0,219.0,150.0,нет,38.0
431,2000 наиболее употребительных английских слов и выражений. Тематический словарь,4.8,98.0,265,Айрис-пресс,мягкая обложка,96.0,газетная,русский,2015.0,133.0,95.0,нет,5.0
432,Величайший секрет как делать деньги,3.0,2.0,3477,Попурри,твердый переплет,128.0,оффсетная,русский,2021.0,145.0,208.0,нет,15.0
434,Бегущий в Лабиринте. Испытание огнем. Лекарство от смерти,4.9,62.0,4740,АСТ,твердый переплет,800.0,оффсетная,русский,2017.0,219.0,145.0,нет,39.0
435,Микромир. Детская энциклопедия,5.0,46.0,1742,Росмэн,твердый переплет,48.0,матовая,русский,2014.0,265.0,205.0,нет,8.0
436,"К себе нежно. Книга о том, как ценить и беречь себя",4.7,130.0,3290,Эксмо,твердый переплет,336.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
437,Песнь Сорокопута,4.7,10.0,2872,Эксмо,твердый переплет,416.0,оффсетная,русский,2022.0,207.0,132.0,нет,25.0
438,Правила ведения бухгалтерского учета,5.0,2.0,735,LEM (Лем),мягкая обложка,24.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
439,Великий Гэтсби,5.0,3.0,2469,АСТ,твердый переплет,256.0,оффсетная,русский,2017.0,187.0,125.0,нет,25.0
440,Человек-комбини,4.6,15.0,2349,Индивидуум паблишинг,мягкая обложка,144.0,газетная,русский,2020.0,210.0,140.0,да,11.0
441,Собачье сердце,5.0,13.0,969,Азбука,твердый переплет,384.0,газетная,русский,2018.0,206.0,134.0,нет,27.0
442,Шахматы для детей,5.0,9.0,5371,Эксмо,твердый переплет,128.0,матовая,русский,2015.0,258.0,193.0,нет,13.0
443,Таинственный сад,4.7,3.0,1287,Эксмо,мягкая обложка,320.0,газетная,русский,2020.0,182.0,118.0,нет,19.0
444,Девушка в тумане,4.7,15.0,1235,Азбука,мягкая обложка,352.0,газетная,русский,2023.0,180.0,115.0,нет,15.0
445,Я рожден(а) для этого,5.0,1.0,3108,Popcorn Books,мягкая обложка,432.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
446,Беседы,4.7,3.0,1294,АСТ,мягкая обложка,480.0,типографская,русский,2022.0,180.0,115.0,нет,28.0
447,Не открывать! Кусается!,5.0,8.0,2991,Эксмо,твердый переплет,240.0,оффсетная,русский,2019.0,205.0,145.0,нет,22.596082241301403
448,Выпусти меня отсюда! Книга с подвохом,4.8,13.0,3087,Эксмо,твердый переплет,160.0,оффсетная,русский,2022.0,212.0,155.0,нет,20.0
449,Бремя страстей человеческих,5.0,6.0,2688,АСТ,твердый переплет,688.0,оффсетная,русский,2010.0,206.0,134.0,нет,41.0
450,Король Неверленда,4.7,7.0,2639,Эксмо,твердый переплет,288.0,пухлая,русский,2023.0,210.0,115.0,нет,18.0
451,"Англо-русский, русско-английский словарь с оригинальной транскрипцией. 50 000 слов",4.4,9.0,1203,Юнвес,твердый переплет,319.0,оффсетная,"русский, английский",2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
452,Голод. Нетолстый роман,4.830314232902033,17.495748613678373,2999,АСТ,твердый переплет,320.0,пухлая,русский,2023.0,207.0,137.0,нет,20.0
453,Биология. Справочник для старшеклассников и поступающих в ВУЗы,4.8,19.0,4140,АСТ-Пресс школа,твердый переплет,816.0,оффсетная,русский,2016.0,217.0,147.0,нет,36.0
454,Мышонок Тим. Меня обижают в детском саду!,5.0,4.0,1797,Росмэн,твердый переплет,32.0,оффсетная,русский,2021.0,242.0,204.0,да,7.0
